ID,Last,First,Play debut,Mgr debut,Coach debut,Ump debut
estrc101,"Estrada","Chuck",04/21/1960,,04/07/1973,
estrf101,"Estrada","Frank",09/14/1971,,,
estrh001,"Estrada","Horacio",05/04/1999,,,
estrj001,"Estrada","Johnny",05/15/2001,,,
estrm001,"Estrada","Marco",08/20/2008,,,
estro101,"Estrada","Oscar",04/21/1929,,,
estrl001,"Estrella","Leo",07/18/2000,,,
etcha101,"Etchebarren","Andy",09/26/1962,,04/06/1977,
etchb101,"Etchison","Buck",09/22/1943,,,
etheb101,"Etheridge","Bobby",07/16/1967,,,
ethes001,"Etherton","Seth",05/26/2000,,,
ethia001,"Ethier","Andre",05/02/2006,,,
etten101,"Etten","Nick",09/08/1938,,,
ettlm001,"Ettles","Mark",06/05/1993,,,
eubaj101,"Eubank","John",09/19/1905,,,
eubau101,"Eubanks","Uel",07/20/1922,,,
eufef001,"Eufemia","Frank",05/21/1985,,,
eunif101,"Eunick","Fred",08/29/1917,,,
euset001,"Eusebio","Tony",08/08/1991,,,
eustf101,"Eustace","Frank",04/16/1896,,,
evana101,"Evans","Al",09/13/1939,,,
evanb101,"Evans","Barry",09/04/1978,,,
evanb001,"Evans","Bart",06/16/1998,,,
evanc101,"Evans","Chick",09/19/1909,,,
evand001,"Evans","Darrell",04/20/1969,,04/12/1990,
evand002,"Evans","Dwight",09/16/1972,,04/04/1994,
evanj101,"Evans","Joe",07/03/1915,,,
evans101,"Evans","Steve",04/16/1908,,,
evant002,"Evans","Terry",06/17/2007,,,
evann001,"Evans","Nick",05/24/2008,,,
evanp001,"Evans","Phillip",09/08/2017,,,
evanr102,"Evans","Roy",05/15/1897,,,
evanr101,"Evans","Red",04/24/1936,,,
evant001,"Evans","Tom",09/02/1997,,,
evanj102,"Evans","Jake",05/01/1879,,,05/05/1886
evana102,"Evans","Art",06/20/1932,,,
evanb102,"Evans","Bill",08/13/1916,,,
evanb103,"Evans","Bill",04/21/1949,,,
evanu101,"Evans",,06/01/1875,,,
eveld001,"Eveland","Dana",07/16/2005,,,
everc001,"Everett","Carl",07/01/1993,,,
evera001,"Everett","Adam",08/30/2001,,09/01/2014,
evert001,"Everidge","Tommy",07/28/2009,,,
everl101,"Everitt","Leon",04/21/1969,,,
everb101,"Everitt","Bill",04/18/1895,,,
everj102,"Evers","Johnny",09/01/1902,4/12/1913,04/14/1920,
everj101,"Evers","Joe",04/24/1913,,,
evert101,"Evers","Tom",05/25/1882,,,
everh101,"Evers","Hoot",09/16/1941,,04/07/1970,
everb001,"Eversgerd","Bryan",04/30/1994,,03/29/2018,
ewelg101,"Ewell","George",06/26/1871,,,
ewinb102,"Ewing","Bob",04/19/1902,,,
ewinj101,"Ewing","John",06/18/1883,,,08/15/1889
ewinr101,"Ewing","Reuben",06/21/1921,,,
ewins101,"Ewing","Sam",09/11/1973,,,
ewinb101,"Ewing","Buck",09/09/1880,04/19/1890,,06/28/1882
ewola101,"Ewoldt","Art",09/17/1919,,,
expol001,"Exposito","Luis",05/04/2012,,,
eyres001,"Eyre","Scott",08/01/1997,,,
eyrew001,"Eyre","Willie",04/06/2006,,,
eyrig101,"Eyrich","George",06/13/1943,,,
ezzeh101,"Ezzell","Homer",04/22/1923,,,
